Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
1565673870130832,The Boardroom Project,These ads ran without a disclaimer,≤100,1
297093557001998,Wolf & Brown - Law Offices,These ads ran without a disclaimer,≤100,1
512526062174445,Refugees Helping Refugees,These ads ran without a disclaimer,≤100,1
598605593889227,Food & Water Watch Iowa,Peter Langdon Thacher,≤100,1
492620897471821,Mississippi Academy of Eye Physicians and Surgeons,These ads ran without a disclaimer,≤100,1
114147563346577,The Paleoconservative,Eric Lance Mccain,≤100,1
124185411247046,Friends of Huachuca City,James Ray Goad,≤100,1
247513720891,South Shore Progressives,Kevin R Mccarthy,≤100,1
326173187930308,Equity Allies for OUSD,These ads ran without a disclaimer,≤100,2
107453044166007,Legalize Minnesota 2020,These ads ran without a disclaimer,≤100,1
1995107400766968,Mocha Melange,These ads ran without a disclaimer,≤100,1
102390041153055,IAm Caribbean,These ads ran without a disclaimer,≤100,1
150267775001942,Vantage Apparel,These ads ran without a disclaimer,≤100,2
1630034313889138,Eli Haynes - Realtor,Elisha Todd Haynes,≤100,2
181822542370444,Julia Hedman,These ads ran without a disclaimer,≤100,2
1408731486095210,Air Data Solutions,These ads ran without a disclaimer,≤100,1
144003085792328,Kingdom Harvest Church,These ads ran without a disclaimer,≤100,1
679119985616652,Ervin For Arizona,Ervin for AZ Senate - Authorized by Douglas Ervin,≤100,1
145422012323523,VoiceVoice,These ads ran without a disclaimer,≤100,1
1400841530056649,Ozzy's,These ads ran without a disclaimer,≤100,2
1537032806364881,"Women inPower, Napa Valley",These ads ran without a disclaimer,≤100,2
112020227026917,Hanging Mango,Benjamin Couto,≤100,1
151160332244843,Heather Hobbs Pro-Life Speaker,These ads ran without a disclaimer,≤100,1
772525872914094,The Tiny Hands Mug,These ads ran without a disclaimer,≤100,1
102773367961412,Re-Elect Tracy Overmyer,Tracy M Overmyer,≤100,2
1842493599202286,Kevin Anderson for Hennepin County,Kevin Michael Anderson,≤100,1
110538093732020,Wayward Sheep,These ads ran without a disclaimer,≤100,3
103101567843391,plantthepeace,These ads ran without a disclaimer,≤100,2
2149449465109430,Stanton for MN Senate,Stanton for Senate,≤100,1
387863678327974,OWN YOU.,Patricia Regalado,≤100,1
94341507446,"Supply Chain Solutions, Inc",These ads ran without a disclaimer,≤100,1
1900079440209112,New Sanctuary Network Tulsa,New Sanctuary Network Tulsa,≤100,1
753986801351553,Saddle River Republican Club,Saddle River Republican Club Inc.,≤100,2
644955125686171,The Bottom Line: Kentucky Political News,Sawyer Casey Coffey,≤100,1
115593718628273,School District of Turtle Lake,These ads ran without a disclaimer,≤100,1
499917906762026,"Town of Somerville, TN",These ads ran without a disclaimer,≤100,1
107453044166007,Legalize Minnesota 2020,Anthony Sequoia Branca,≤100,3
322616339611,Mikva Challenge,These ads ran without a disclaimer,≤100,1
615759918585606,Wayne Avrashow,Wayne Avrashow,≤100,1
2351727408380189,Clemency for Rodney Carr,These ads ran without a disclaimer,≤100,1
162567870446627,Your Daily Media,These ads ran without a disclaimer,≤100,2
120600738008407,Country Grub Cafe,These ads ran without a disclaimer,≤100,1
102065274610795,Code 9 - Heroes and Families United,These ads ran without a disclaimer,≤100,1
200406773397584,Baldani Law Group,Bradley Dale Clark,≤100,1
100652208108664,lifeinmin,These ads ran without a disclaimer,≤100,2
649263631941108,Mike Buontempo,These ads ran without a disclaimer,≤100,1
1401753023408728,"1199 SEIU in Westchester, Hudson Valley, Capital Region",1199SEIU United Healthcare Workers East,≤100,1
1222237137848698,Cookin' With Grass,These ads ran without a disclaimer,≤100,1
103880477815477,John Buckland for Supervisor 2020,"Buckland for Supervisor 2020, ID# 1423641",≤100,1
110847023620153,Diputado de Ultramar Mike Quezada,These ads ran without a disclaimer,≤100,1
109943950402909,Tri-State Buzz,James Aaron Dean,≤100,1
105278494197809,PAWSitive Care Pet Sitting,These ads ran without a disclaimer,≤100,1
255002268242724,"Caryn Ann Harlos, Libertarian Party LNC Secretary",Caryn Ann Harlos,≤100,1
611129275712605,جذوة التأويل - Ta’weel,These ads ran without a disclaimer,≤100,1
323191934909996,King Q,These ads ran without a disclaimer,≤100,1
266693513444983,Miami-Dade Cuban-American Dems,Miami-Dade County Democratic Executive Committee,≤100,1
1515122528792821,Vote Sheritta Johnson for Supervisor of Elections,Sheritta Davis Johnson,≤100,2
69344422992,"High Hopes Therapeutic Riding, Inc.",These ads ran without a disclaimer,≤100,1
133107627214482,MOC Marine Institute,MAUI OCEAN CENTER MARINE INSTITUTE,≤100,1
919337218114263,USA Refugees & Immigrants,These ads ran without a disclaimer,≤100,1
1943426069118661,MBC Multicast Studio,These ads ran without a disclaimer,≤100,1
382305541938430,Cbus Libraries,CBUS LIBRARIES,≤100,3
105057060946770,Derek Puterbaugh for Warren County Council At Large Seat,Derek Robert Puterbaugh,≤100,1
576921039092337,Amy for Oregon,AMY RYAN COURSER FOR CONGRESS,≤100,1
247464349014660,Archie Bailey: The McArthur Letter,These ads ran without a disclaimer,≤100,1
193986814543010,Eye On Politics,Doug Motel,≤100,1
1573180299595728,Greenville County Republican Party,Greenville County Republican Party,≤100,1
160285994000921,Historic Pullman Foundation,These ads ran without a disclaimer,≤100,1
104442941063809,"Vote for DYRL BUSH for Hockley County Commissioner, Pct 3",Adrian Lea Mellberg,≤100,1
1716212215318997,Epolitics.com,Colin Patrick Delany,≤100,1
102608864649741,سكربت,These ads ran without a disclaimer,≤100,1
1886927881621153,"C4 - Chris, Carbon County Commissioner",Chris L Lukasevich,≤100,1
106253359423211,Church of the King Sacramento,These ads ran without a disclaimer,≤100,1
68806961718,Girls Education International,Rachel E Farrelly,≤100,1
180832276231,The Black Sheep Agency,"The Black Sheep Agency, LLC.",≤100,1
103860634387643,Places I Remember by Lea Lane,These ads ran without a disclaimer,≤100,1
389041348328873,Decoding Dyslexia Maryland Calvert County,These ads ran without a disclaimer,≤100,1
506335189415283,"Global Trade Specialists, Inc.",These ads ran without a disclaimer,≤100,1
370923293775946,Carmen Turner for Tax Assessor-Collector,Antron Derrell Johnson,≤100,1
206917246782673,Seniors Benefit Programs,These ads ran without a disclaimer,≤100,1
106612844211385,Ray Perez for Hale County Commissioner Precinct 3,These ads ran without a disclaimer,≤100,1
72140194406,Young Republican Federation of Nevada,Cherie Christine Stutzman,≤100,2
1454530964778287,Cottonstone Art Gallery & Frame Shop,These ads ran without a disclaimer,≤100,2
110634403840100,Officer Joshua Theodore,Joshua Theodore Gow,≤100,1
685958961458685,Victory Through Grace Ministries,These ads ran without a disclaimer,≤100,2
104113124353712,Report Extremism,These ads ran without a disclaimer,≤100,2
1916437535307298,"Laurette Giardino for NYS Assembly, 105 AD",Committee for Laurette Giardino,≤100,1
260717891118957,Warren Greer for State Representative,Warren E Greer,≤100,2
353687565281475,Mark Johnson 4 BOCC District One,Mark Johnson 4 BOCC Campaign,≤100,1
102228761342166,Old school discipline,These ads ran without a disclaimer,≤100,3
137088686320277,Banegas Art,These ads ran without a disclaimer,≤100,1
109635080629795,Adhala for Hithadhoo Maamendhoo,These ads ran without a disclaimer,≤100,2
1628064697464510,Barney Callaghan's Pub,These ads ran without a disclaimer,≤100,1
115280186553725,Friends of Joe Duplechin,James P Harney,≤100,2
177484352407757,I am BuAli Shah,These ads ran without a disclaimer,≤100,1
784733444891630,The Master Academy of Barbering,These ads ran without a disclaimer,≤100,1
108746507383776,Esto es PR,These ads ran without a disclaimer,≤100,1
1815829008462226,Fine Frenchie,These ads ran without a disclaimer,≤100,1
1334138516614524,Iglesia Católica Apostólica Ortodoxa,These ads ran without a disclaimer,≤100,3
1435703069980798,Friends For Zach Nunn,These ads ran without a disclaimer,≤100,1
198132247060332,Suffolk AME,These ads ran without a disclaimer,≤100,1
113917103486594,East Kauai Irrigation,These ads ran without a disclaimer,≤100,1
78301373322,Shaun Groves,These ads ran without a disclaimer,≤100,1
110115183869197,Senior Burial Benefits,These ads ran without a disclaimer,≤100,1
120841397948031,Feynman Group,These ads ran without a disclaimer,≤100,1
1384851255093737,Truly Catholics,These ads ran without a disclaimer,≤100,1
588782351578828,"Jennifer Runion, Charleston, SC Realtor",Jennifer Lynn Runion,≤100,1
103619721151573,theyungcontentshow,These ads ran without a disclaimer,≤100,1
103410531166233,Elect Jeff Cade for County Commissioner Pct 4,Jeffrey G. Cade,≤100,1
212991092708,St Paul Lutheran School - Ann Arbor,These ads ran without a disclaimer,≤100,1
183659505014434,Haiti Outreach,These ads ran without a disclaimer,≤100,1
112851310211385,A Brand New Me,These ads ran without a disclaimer,≤100,1
347236475130,The Atlanta Press Club,ATLANTA PRESS CLUB INC,≤100,1
149813765029765,"Courtney Ruby, Oakland's City Auditor",Courtney Anne Ruby,≤100,1
1271791442888653,Alan Terrano,Alan Terrano,≤100,2
400674224096590,Tim Morris for Eugene City Council - Ward 1,Timothy Michael Morris,≤100,1
109505027250681,Lefty Tears,Noel Lopez,≤100,4
460308941173747,Halligan LLC,Roland R Hicks,≤100,1
973039492793705,Bart Blackwell SC House 81,These ads ran without a disclaimer,≤100,1
533661703423256,The Darren Holland Project,Darren Joseph Holland,≤100,1
1494380224179421,Four Seasons Concierge Transportation,Samuel Marc Rubin,≤100,1
122348431178365,Mothering Justice,Mothering Justice,≤100,1
76495766248,"Urbana, Illinois - City Government",These ads ran without a disclaimer,≤100,1
1484973435133037,Fort Polk Horses of Kisatchie,These ads ran without a disclaimer,≤100,1
104660141057404,My Benefits USA,My Benefits USA,≤100,2
455047361514518,Our Village Voice,These ads ran without a disclaimer,≤100,1
158498624807677,trump2020swag.com,trump2020swag,≤100,1
143602089020346,Kings HealthMart Pharmacy,These ads ran without a disclaimer,≤100,1
654306785051373,"Shelia Bryant for Congress, MD-04",COMMITTEE TO ELECT SHELIA BRYANT,≤100,1
1487803294877075,Our Laredo,Lakshmana None Viswanath,≤100,1
557044074827971,OMAR,These ads ran without a disclaimer,≤100,1
314736949271819,GYD,Douglas L Blair,≤100,1
114272151970833,Rep. Brandon Markosek,Robert Caton,≤100,1
1425091321115633,Kevin Jobe L.A. Realty,These ads ran without a disclaimer,≤100,1
1415311475376127,Preserve Memory,These ads ran without a disclaimer,≤100,1
618233308607752,Carolyn Vance,Carolyn Asay Vance,≤100,1
953560858055320,George Sitler for Prosecuting Attorney of Mercer County,Adam Brent Wolfe,≤100,1
108458110744153,J. David Robertson for District 2 Galveston City Council,John David Robertson,≤100,1
398606337536048,Mayor Carolyn Blackman,Fernando Barrios,≤100,3
440116212716442,American Renewal Project,Vineyard Outreach America,≤100,2
1112861825547252,Memeship,These ads ran without a disclaimer,≤100,1
204743353720323,Florida Food and Brews Festival,Communicate the Mission,≤100,3
2019723464919251,Stevens Point Life,Michael L Richards,≤100,5
118618858260788,Advanced Performance CrossFit,These ads ran without a disclaimer,≤100,1
111195622277726,"Advance Trading, Inc.",These ads ran without a disclaimer,≤100,1
107163280874486,The Prayer Meetings That Made America Great,These ads ran without a disclaimer,≤100,2
997634230271732,League of Women Voters Pine Belt,These ads ran without a disclaimer,≤100,1
1323217634414404,Cinemoi Network,These ads ran without a disclaimer,≤100,2
439134846268507,Miss Behaving,Rebecca Rae Kesler,≤100,1
503245366478645,Weston For House,Daniel Sumner Weston,≤100,1
1170936123053290,AEQEA,These ads ran without a disclaimer,≤100,2
100452231520412,Jerry Sklavounakis for Wheeling City Council: Ward 4,Jeremy Saint Larance,≤100,2
292778401400201,North48 Real Estate,These ads ran without a disclaimer,≤100,1
101028001326849,San Jose Counts,City of San Jose,≤100,1
443488125763261,Peace Islands Institute New York,These ads ran without a disclaimer,≤100,1
145531155471721,Travis Elementary School,Brian Howard Howard,≤100,1
110158800421904,Tyler Threatt for Council,Tyler Threatt 2020,≤100,1
2294904210763955,Martha Pittman - Oak Ridge Town Council,Martha Boyette Pittman,≤100,1
1747102588869425,"All Dogs Are Family Repeal Breed Specific Legislation in Salina, Kansas",These ads ran without a disclaimer,≤100,1
121916199209422,W.P.Cox,Warren Paul Cox,≤100,2
1160821537401145,"Southern Florida Farmed Animal Transition,Inc.",These ads ran without a disclaimer,≤100,1
315757471818667,Rohn Federbush - Author,These ads ran without a disclaimer,≤100,1
293958860987895,The Bosslight,These ads ran without a disclaimer,≤100,1
103308584509405,Upstate Total Care Clinic,These ads ran without a disclaimer,≤100,1
1052021421648045,Repatriate Our Patriots,Brandee Ann Dudzic,≤100,1
1488798571404961,Free Flo Feeds and Joe's Food Market,These ads ran without a disclaimer,≤100,1
205202919513991,YWCA Great Lakes Bay Region,These ads ran without a disclaimer,≤100,1
101953644652703,Justice for Child Victims of Crimes,These ads ran without a disclaimer,≤100,2
1182565788457626,Energy Savers Network,Energy Savers Network,≤100,1
106165624278658,Charlotte Market,GARETH JAMES LEWIS-PITT,≤100,1
696471580755552,Lady Leaders of Color LLC,These ads ran without a disclaimer,≤100,2
162397490473408,Iowa City Downtown District,These ads ran without a disclaimer,≤100,1
575601719168629,Don Libby for Medford,Donald Eugene Libby,≤100,1
1882835808668074,Habersham County GA Democrats,Habersham County Democrats,≤100,1
175965209108950,The Living Earth Show,These ads ran without a disclaimer,≤100,1
295199098300,Scary Mommy,These ads ran without a disclaimer,≤100,3
899942380184855,Women's March on Washington - Pittsburgh,These ads ran without a disclaimer,≤100,1
206088209519211,"Coming Home of Middlesex County, Inc.",Eileen M Odonnell,≤100,1
112414940196296,manana,These ads ran without a disclaimer,≤100,2
169368896587440,Zoie,These ads ran without a disclaimer,≤100,1
1956153541364890,NO Ridgecrest Casino,These ads ran without a disclaimer,≤100,1
109043347097162,SpeakUp Norman,Paul Thomas Arcaroli,≤100,1
115831328522243,Citizens For Steve Nonn,Citizens for Steve Nonn,≤100,1
143481816241185,Alexandria’s Families for Safe Streets,Alexandria Families For Safe Streets,≤100,1
443812982633726,IMPAC Fund,"IMPAC Fund, Inc.",≤100,1
113721910177551,Monger for Board of Directors,These ads ran without a disclaimer,≤100,2
